日期,天气状况,气温,风力风向,地区
2015年6月16日,晴/晴,34℃/21℃,南风≤3级/南风≤3级,ZD326
2015年6月16日,晴/多云,33℃/20℃,南风3-4级/南风3-4级,ZD250
2015年6月16日,多云/多云,25℃/19℃,南风3-4级/南风3-4级,ZD190
2015年6月17日,多云/多云,35℃/24℃,南风≤3级/北风≤3级,ZD111
2015年6月17日,多云/多云,34℃/21℃,南风≤3级/南风≤3级,ZD326
2015年6月17日,多云/多云,33℃/21℃,南风3-4级/北风3-4级,ZD250
2015年6月17日,多云/多云,24℃/18℃,南风3-4级/南风3-4级,ZD190
2015年6月18日,多云/多云,32℃/19℃,东北风3-4级/北风≤3级,ZD111
2015年6月18日,多云/晴,31℃/18℃,北风≤3级/北风3-4级,ZD326
2015年6月18日,多云/多云,31℃/17℃,北风3-4级/北风3-4级,ZD250
2015年6月18日,多云/多云,25℃/18℃,南风3-4级/南风3-4级,ZD190
2015年6月19日,雷阵雨/阴,29℃/18℃,北风≤3级/北风≤3级,ZD111
2015年6月19日,雷阵雨/阴,30℃/16℃,北风3-4级/北风≤3级,ZD326
2015年6月19日,雷阵雨/阴,29℃/17℃,北风3-4级/北风3-4级,ZD250
2015年6月19日,雷阵雨/雷阵雨,24℃/18℃,南风3-4级/北风3-4级,ZD190
2015年6月20日,多云/多云,30℃/19℃,北风≤3级/南风≤3级,ZD111
2015年6月20日,晴/晴,29℃/16℃,北风≤3级/北风≤3级,ZD326
2015年6月20日,多云/晴,29℃/17℃,北风3-4级/北风3-4级,ZD250
2015年6月20日,多云/晴,26℃/18℃,北风4-5级/南风3-4级,ZD190
2015年6月21日,晴/多云,31℃/21℃,南风≤3级/南风≤3级,ZD111
2015年6月21日,多云/多云,31℃/19℃,南风≤3级/南风3-4级,ZD326
2015年6月21日,晴/晴,31℃/19℃,南风3-4级/南风3-4级,ZD250
2015年6月21日,晴/多云,25℃/19℃,南风3-4级/南风3-4级,ZD190
2015年6月22日,多云/多云,32℃/23℃,南风≤3级/南风≤3级,ZD111
2015年6月22日,多云/多云,32℃/21℃,南风≤3级/南风≤3级,ZD326
2015年6月22日,晴/多云,32℃/20℃,南风3-4级/南风3-4级,ZD250
2015年6月22日,晴/多云,24℃/19℃,南风3-4级/南风3-4级,ZD190
2015年6月23日,多云/阴,32℃/22℃,南风≤3级/南风≤3级,ZD111
2015年6月23日,多云/多云,33℃/21℃,南风≤3级/南风≤3级,ZD326
2015年6月23日,多云/多云,31℃/21℃,南风3-4级/南风3-4级,ZD250
2015年6月23日,晴/多云,24℃/20℃,南风3-4级/南风3-4级,ZD190
2015年6月24日,小雨/小雨,28℃/19℃,南风≤3级/南风≤3级,ZD111
2015年6月24日,小雨/小雨,27℃/19℃,南风≤3级/北风≤3级,ZD326
2015年6月24日,阴/小到中雨,28℃/20℃,南风3-4级/东南风3-4级,ZD250
2015年6月24日,小雨/小雨,22℃/19℃,东南风3-4级/南风3-4级,ZD190
2015年6月25日,小雨/阴,26℃/19℃,南风≤3级/南风≤3级,ZD111
2015年6月25日,小雨/阴,25℃/18℃,北风≤3级/北风≤3级,ZD326
2015年6月25日,小雨/多云,24℃/19℃,东南风3-4级/东北风3-4级,ZD250
2015年6月25日,小到中雨/阴,22℃/19℃,南风4-5级/北风3-4级,ZD190
2015年6月26日,晴/晴,31℃/22℃,南风≤3级/南风≤3级,ZD111
2015年6月26日,晴/晴,30℃/19℃,南风≤3级/南风≤3级,ZD326
2015年6月26日,多云/晴,30℃/19℃,北风3-4级/南风3-4级,ZD250
2015年6月26日,阴/多云,26℃/20℃,北风3-4级/南风3-4级,ZD190
2015年6月27日,多云/多云,32℃/23℃,南风≤3级/南风≤3级,ZD111
2015年6月27日,多云/多云,31℃/22℃,南风≤3级/南风≤3级,ZD326
2015年6月27日,多云/多云,31℃/21℃,南风3-4级/南风3-4级,ZD250
2015年6月27日,多云/多云,24℃/20℃,南风3-4级/南风3-4级,ZD190
2015年6月28日,多云/阴,30℃/22℃,南风≤3级/南风≤3级,ZD111
2015年6月28日,多云/多云,31℃/23℃,南风≤3级/南风≤3级,ZD326
2015年6月28日,多云/多云,28℃/21℃,南风3-4级/南风3-4级,ZD250
2015年6月28日,多云/多云,24℃/20℃,南风3-4级/南风3-4级,ZD190
2015年6月29日,小雨/小雨,25℃/20℃,南风≤3级/东北风≤3级,ZD111
2015年6月29日,雷阵雨/小雨,28℃/20℃,南风≤3级/南风≤3级,ZD326
2015年6月29日,多云/小雨,28℃/19℃,南风3-4级/南风3-4级,ZD250
2015年6月29日,阵雨/小雨,22℃/20℃,南风3-4级/南风3-4级,ZD190
2015年6月30日,阴/多云,27℃/19℃,北风≤3级/东北风≤3级,ZD111
2015年6月30日,多云/多云,27℃/17℃,北风≤3级/北风≤3级,ZD326
2015年6月30日,多云/多云,27℃/17℃,北风3-4级/北风3-4级,ZD250
2015年6月30日,阴/多云,26℃/18℃,北风3-4级/北风3-4级,ZD190
2015年7月1日,晴/晴,34℃/23℃,南风≤3级/南风≤3级,ZD111
2015年7月1日,晴/晴,33℃/19℃,南风≤3级/南风≤3级,ZD326
2015年7月1日,晴/晴,32℃/20℃,北风3-4级/北风3-4级,ZD250
2015年7月1日,晴/晴,29℃/20℃,北风3-4级/南风3-4级,ZD190
2015年7月2日,多云/晴,32℃/21℃,北风≤3级/北风≤3级,ZD111
2015年7月2日,多云/晴,32℃/17℃,北风≤3级/南风≤3级,ZD326
2015年7月2日,晴/晴,32℃/18℃,北风3-4级/北风3-4级,ZD250
2015年7月2日,多云/多云,28℃/20℃,北风3-4级/北风3-4级,ZD190
2015年7月3日,晴/晴,33℃/21℃,北风≤3级/南风≤3级,ZD111
2015年7月3日,晴/晴,32℃/17℃,南风≤3级/东北风≤3级,ZD326
2015年7月3日,晴/晴,32℃/16℃,东北风3-4级/东北风3-4级,ZD250
2015年7月3日,多云/多云,27℃/19℃,南风3-4级/东南风3-4级,ZD190
2015年7月4日,晴/多云,33℃/22℃,南风≤3级/南风≤3级,ZD111
2015年7月4日,晴/晴,32℃/20℃,北风≤3级/南风≤3级,ZD326
2015年7月4日,晴/晴,31℃/19℃,东风3-4级/东南风3-4级,ZD250
2015年7月4日,晴/晴,25℃/20℃,南风3-4级/南风3-4级,ZD190
2015年7月5日,多云/多云,32℃/22℃,南风≤3级/南风≤3级,ZD111
2015年7月5日,多云/阴,33℃/22℃,南风≤3级/南风≤3级,ZD326
2015年7月5日,多云/多云,32℃/20℃,东南风3-4级/南风3-4级,ZD250
2015年7月5日,阴/多云,25℃/20℃,南风3-4级/南风3-4级,ZD190
2015年7月6日,雷阵雨/阴,31℃/22℃,南风≤3级/南风≤3级,ZD111
2015年7月6日,雷阵雨/阴,30℃/20℃,南风≤3级/南风≤3级,ZD326
2015年7月6日,雷阵雨/多云,30℃/20℃,南风3-4级/东南风3-4级,ZD250
2015年7月6日,阴/多云,25℃/20℃,南风3-4级/南风3-4级,ZD190
2015年7月7日,多云/晴,32℃/22℃,南风≤3级/东南风≤3级,ZD111
2015年7月7日,多云/多云,32℃/20℃,南风≤3级/南风≤3级,ZD326
2015年7月7日,多云/多云,31℃/18℃,南风3-4级/东南风3-4级,ZD250
2015年7月7日,多云/多云,25℃/20℃,南风3-4级/东南风3-4级,ZD190
2015年7月8日,晴/晴,33℃/22℃,东南风≤3级/东南风≤3级,ZD111
2015年7月8日,多云/多云,33℃/19℃,南风≤3级/东南风≤3级,ZD326
2015年7月8日,晴/多云,31℃/19℃,东南风3-4级/东南风3-4级,ZD250
2015年7月8日,晴/多云,27℃/21℃,东南风3-4级/东南风3-4级,ZD190
2015年7月9日,晴/多云,33℃/24℃,东风≤3级/东南风≤3级,ZD111
2015年7月9日,多云/多云,33℃/23℃,东南风≤3级/东风≤3级,ZD326
2015年7月9日,多云/小雨,32℃/22℃,东南风3-4级/东风3-4级,ZD250
2015年7月9日,多云/阵雨,27℃/22℃,东南风3-4级/南风3-4级,ZD190
2015年7月10日,多云/阵雨,31℃/24℃,东南风≤3级/南风≤3级,ZD111
2015年7月10日,阴/阵雨,31℃/23℃,东南风≤3级/东风≤3级,ZD326
2015年7月10日,多云/多云,30℃/22℃,东南风3-4级/南风3-4级,ZD250
2015年7月10日,阵雨/多云,26℃/22℃,东南风3-4级/东南风3-4级,ZD190
2015年7月11日,阵雨/阵雨,31℃/24℃,东风≤3级/东北风3-4级,ZD111
2015年7月11日,阵雨/多云,32℃/23℃,东风≤3级/东风≤3级,ZD326
2015年7月11日,多云/小雨,32℃/23℃,南风3-4级/南风3-4级,ZD250
2015年7月11日,多云/小雨,28℃/24℃,东南风3-4级/东风5-6级,ZD190
2015年7月12日,多云/晴,33℃/26℃,东北风3-4级/南风≤3级,ZD111
2015年7月12日,多云/多云,33℃/23℃,东北风3-4级/北风≤3级,ZD326
2015年7月12日,阵雨/晴,29℃/23℃,北风3-4级/北风3-4级,ZD250
2015年7月12日,中雨/阴,26℃/22℃,北风6-7级/北风6-7级,ZD190
2015年7月13日,晴/多云,38℃/29℃,南风3-4级/南风3-4级,ZD111
2015年7月13日,晴/晴,38℃/25℃,北风≤3级/南风≤3级,ZD326
2015年7月13日,晴/晴,36℃/24℃,南风3-4级/南风3-4级,ZD250
2015年7月13日,多云/晴,33℃/24℃,西北风3-4级/南风3-4级,ZD190
2015年7月14日,晴/多云,38℃/25℃,南风≤3级/南风≤3级,ZD111
2015年7月14日,晴/晴,39℃/25℃,南风≤3级/南风≤3级,ZD326
2015年7月14日,晴/晴,37℃/22℃,南风3-4级/南风3-4级,ZD250
2015年7月14日,晴/晴,32℃/22℃,南风3-4级/南风3-4级,ZD190
2015年7月15日,多云/多云,34℃/23℃,南风≤3级/北风≤3级,ZD111
2015年7月15日,晴/多云,36℃/24℃,南风≤3级/东风≤3级,ZD326
2015年7月15日,晴/多云,35℃/23℃,南风3-4级/东南风3-4级,ZD250
2015年7月15日,晴/多云,30℃/23℃,东南风3-4级/东南风3-4级,ZD190
2015年7月16日,阴/阴,30℃/22℃,北风≤3级/南风≤3级,ZD111
2015年7月16日,阴/阴,30℃/22℃,东风≤3级/南风≤3级,ZD326
2015年7月16日,多云/阵雨,28℃/22℃,东南风3-4级/南风3-4级,ZD250
2015年7月16日,阴/多云,26℃/22℃,东南风3-4级/东北风3-4级,ZD190
2015年7月17日,阴/雷阵雨,30℃/22℃,南风≤3级/南风≤3级,ZD111
2015年7月17日,多云/雷阵雨,30℃/22℃,南风≤3级/南风≤3级,ZD326
2015年7月17日,多云/阵雨,31℃/21℃,南风3-4级/东风≤3级,ZD250
2015年7月17日,阴/多云,27℃/22℃,南风3-4级/南风3-4级,ZD190
2015年7月18日,雷阵雨/雷阵雨,30℃/22℃,南风≤3级/南风≤3级,ZD111
2015年7月18日,雷阵雨/雷阵雨,31℃/22℃,南风≤3级/南风≤3级,ZD326
2015年7月18日,阵雨/多云,32℃/21℃,南风3-4级/东南风3-4级,ZD250
2015年7月18日,多云/阵雨,26℃/22℃,南风3-4级/南风3-4级,ZD190
2015年7月19日,阴/多云,30℃/22℃,南风≤3级/南风≤3级,ZD111
2015年7月19日,雷阵雨/雷阵雨,30℃/21℃,南风≤3级/南风≤3级,ZD326
2015年7月19日,多云/阵雨,29℃/22℃,东南风3-4级/东南风3-4级,ZD250
2015年7月19日,多云/阵雨,26℃/22℃,南风3-4级/南风3-4级,ZD190
2015年7月20日,雷阵雨/多云,30℃/23℃,南风≤3级/南风≤3级,ZD111
2015年7月20日,雷阵雨/多云,30℃/22℃,南风≤3级/南风≤3级,ZD326
2015年7月20日,阵雨/多云,28℃/22℃,东风3-4级/南风3-4级,ZD250
2015年7月20日,阵雨/阵雨,25℃/23℃,东南风3-4级/南风3-4级,ZD190
2015年7月21日,多云/多云,32℃/24℃,南风≤3级/南风≤3级,ZD111
2015年7月21日,多云/多云,32℃/23℃,南风≤3级/南风≤3级,ZD326
2015年7月21日,雷阵雨/多云,32℃/22℃,南风3-4级/南风3-4级,ZD250
2015年7月21日,多云/多云,27℃/23℃,东南风3-4级/南风3-4级,ZD190
2015年7月22日,雷阵雨/雷阵雨,32℃/21℃,南风≤3级/南风≤3级,ZD111
2015年7月22日,多云/雷阵雨,33℃/22℃,南风≤3级/南风≤3级,ZD326
2015年7月22日,多云/阵雨,33℃/24℃,南风3-4级/南风3-4级,ZD250
2015年7月22日,多云/多云,27℃/23℃,南风3-4级/南风3-4级,ZD190
2015年7月23日,小到中雨/雷阵雨,30℃/23℃,南风≤3级/南风≤3级,ZD111
2015年7月23日,雷阵雨/雷阵雨,30℃/23℃,南风≤3级/南风≤3级,ZD326
2015年7月23日,阵雨/雷阵雨,31℃/23℃,南风3-4级/南风3-4级,ZD250
2015年7月23日,阴/雷阵雨,26℃/23℃,南风3-4级/南风3-4级,ZD190
2015年7月24日,雷阵雨/多云,32℃/24℃,南风≤3级/南风≤3级,ZD111
2015年7月24日,雷阵雨/雷阵雨,31℃/23℃,南风≤3级/南风≤3级,ZD326
2015年7月24日,阵雨/雷阵雨,31℃/22℃,南风3-4级/南风≤3级,ZD250
2015年7月24日,雷阵雨/多云,27℃/23℃,南风3-4级/南风3-4级,ZD190
2015年7月25日,雷阵雨/晴,33℃/25℃,南风≤3级/南风≤3级,ZD111
2015年7月25日,多云/多云,32℃/24℃,南风≤3级/南风≤3级,ZD326
2015年7月25日,阵雨/阴,33℃/24℃,南风3-4级/南风3-4级,ZD250
2015年7月25日,多云/多云,28℃/23℃,南风3-4级/南风3-4级,ZD190
2015年7月26日,晴/晴,35℃/26℃,南风≤3级/南风≤3级,ZD111
2015年7月26日,多云/多云,35℃/25℃,南风≤3级/南风≤3级,ZD326
2015年7月26日,多云/晴,34℃/24℃,南风3-4级/南风3-4级,ZD250
2015年7月26日,雾/雾,28℃/24℃,东南风3-4级/南风3-4级,ZD190
2015年7月27日,晴/晴,36℃/27℃,南风≤3级/南风3-4级,ZD111
2015年7月27日,多云/多云,36℃/27℃,南风≤3级/南风≤3级,ZD326
2015年7月27日,晴/多云,35℃/26℃,南风3-4级/南风3-4级,ZD250
2015年7月27日,多云/多云,29℃/25℃,南风3-4级/南风3-4级,ZD190
2015年7月28日,雷阵雨/雷阵雨,35℃/26℃,南风3-4级/南风≤3级,ZD111
2015年7月28日,雷阵雨/雷阵雨,35℃/26℃,南风3-4级/南风≤3级,ZD326
2015年7月28日,雷阵雨/阵雨,34℃/26℃,南风3-4级/南风3-4级,ZD250
2015年7月28日,雷阵雨/雷阵雨,29℃/26℃,南风3-4级/南风3-4级,ZD190
2015年7月29日,雷阵雨/中雨,35℃/25℃,南风≤3级/南风≤3级,ZD111
2015年7月29日,雷阵雨/多云,36℃/26℃,南风≤3级/南风≤3级,ZD326
2015年7月29日,阵雨/多云,35℃/27℃,南风3-4级/南风3-4级,ZD250
2015年7月29日,多云/多云,30℃/27℃,南风3-4级/南风3-4级,ZD190
2015年7月30日,中雨/雷阵雨,33℃/24℃,南风≤3级/南风≤3级,ZD111
2015年7月30日,大到暴雨/中雨,34℃/24℃,南风≤3级/南风≤3级,ZD326
2015年7月30日,阵雨/雷阵雨,35℃/25℃,南风3-4级/南风3-4级,ZD250
2015年7月30日,多云/雷阵雨,32℃/26℃,南风3-4级/南风3-4级,ZD190
2015年7月31日,雷阵雨/阴,30℃/24℃,南风≤3级/南风≤3级,ZD111
2015年7月31日,雷阵雨/雷阵雨,31℃/23℃,南风≤3级/南风≤3级,ZD326
2015年7月31日,雷阵雨/阴,32℃/25℃,南风3-4级/南风3-4级,ZD250
2015年7月31日,雷阵雨/雷阵雨,31℃/25℃,南风3-4级/南风3-4级,ZD190
2015年8月1日,雷阵雨/多云,32℃/27℃,南风≤3级/南风3-4级,ZD111
2015年8月1日,多云/多云,32℃/26℃,南风≤3级/南风≤3级,ZD326
2015年8月1日,阵雨/阴,32℃/25℃,南风3-4级/南风3-4级,ZD250
2015年8月1日,多云/多云,30℃/26℃,南风3-4级/南风3-4级,ZD190
2015年8月2日,多云/多云,35℃/25℃,南风3-4级/南风3-4级,ZD111
2015年8月2日,多云/雷阵雨,35℃/25℃,南风≤3级/南风3-4级,ZD326
2015年8月2日,多云/多云,34℃/28℃,南风3-4级/南风3-4级,ZD250
2015年8月2日,阴/多云,30℃/27℃,南风3-4级/南风3-4级,ZD190
2015年8月3日,大雨/暴雨,34℃/23℃,南风3-4级/南风≤3级,ZD111
2015年8月3日,中雨/大到暴雨,32℃/23℃,南风≤3级/南风3-4级,ZD326
2015年8月3日,雷阵雨/中雨,33℃/25℃,南风3-4级/南风3-4级,ZD250
2015年8月3日,多云/多云,31℃/26℃,南风3-4级/南风3-4级,ZD190
2015年8月4日,阵雨/多云,28℃/23℃,南风≤3级/南风≤3级,ZD111
2015年8月4日,雷阵雨/多云,28℃/22℃,南风≤3级/南风≤3级,ZD326
2015年8月4日,小到中雨/雷阵雨,27℃/24℃,南风3-4级/南风3-4级,ZD250
2015年8月4日,雷阵雨/雷阵雨,29℃/25℃,南风3-4级/南风3-4级,ZD190
2015年8月5日,雷阵雨/中到大雨,30℃/22℃,南风≤3级/南风≤3级,ZD111
2015年8月5日,雷阵雨/中雨,31℃/22℃,南风≤3级/南风3-4级,ZD326
2015年8月5日,多云/雷阵雨,32℃/24℃,南风3-4级/南风3-4级,ZD250
2015年8月5日,雷阵雨/雷阵雨,30℃/25℃,南风3-4级/南风3-4级,ZD190
2015年8月6日,小雨/多云,28℃/22℃,南风≤3级/南风≤3级,ZD111
2015年8月6日,阵雨/小雨,28℃/21℃,东南风≤3级/东南风≤3级,ZD326
2015年8月6日,小雨/雷阵雨,30℃/23℃,南风3-4级/南风3-4级,ZD250
2015年8月6日,雷阵雨/雷阵雨,29℃/24℃,南风3-4级/南风3-4级,ZD190
2015年8月7日,多云/多云,31℃/23℃,南风≤3级/东南风≤3级,ZD111
2015年8月7日,多云/雷阵雨,32℃/22℃,东南风≤3级/东南风≤3级,ZD326
2015年8月7日,多云/雷阵雨,30℃/23℃,南风3-4级/南风3-4级,ZD250
2015年8月7日,多云/中雨,29℃/24℃,东南风3-4级/南风3-4级,ZD190
2015年8月8日,雷阵雨/多云,30℃/24℃,南风≤3级/东风≤3级,ZD111
2015年8月8日,多云/多云,31℃/22℃,东风≤3级/东风≤3级,ZD326
2015年8月8日,多云/晴,29℃/24℃,南风3-4级/南风3-4级,ZD250
2015年8月8日,阵雨/多云,29℃/25℃,东南风3-4级/东南风3-4级,ZD190
2015年8月9日,晴/多云,32℃/24℃,东风≤3级/东风≤3级,ZD111
2015年8月9日,多云/多云,32℃/22℃,东风≤3级/东风≤3级,ZD326
2015年8月9日,多云/多云,31℃/23℃,南风3-4级/南风3-4级,ZD250
2015年8月9日,多云/多云,29℃/24℃,东南风3-4级/南风3-4级,ZD190
2015年8月10日,多云/多云,32℃/22℃,东风≤3级/东风≤3级,ZD111
2015年8月10日,多云/多云,32℃/21℃,东北风≤3级/东北风3-4级,ZD326
2015年8月10日,晴/多云,31℃/20℃,东南风3-4级/南风3-4级,ZD250
2015年8月10日,阵雨/阴,28℃/23℃,东南风3-4级/南风3-4级,ZD190
2015年8月11日,多云/多云,32℃/22℃,东北风≤3级/北风≤3级,ZD111
2015年8月11日,多云/晴,32℃/21℃,东北风3-4级/北风≤3级,ZD326
2015年8月11日,多云/多云,30℃/21℃,北风3-4级/北风3-4级,ZD250
2015年8月11日,多云/晴,30℃/23℃,东北风3-4级/北风3-4级,ZD190
2015年8月12日,晴/多云,33℃/23℃,北风≤3级/南风≤3级,ZD111
2015年8月12日,多云/晴,33℃/21℃,南风≤3级/南风≤3级,ZD326
2015年8月12日,晴/晴,32℃/22℃,北风3-4级/南风3-4级,ZD250
2015年8月12日,晴/晴,31℃/24℃,东北风3-4级/北风3-4级,ZD190
2015年8月13日,晴/多云,34℃/24℃,南风≤3级/南风≤3级,ZD111
2015年8月13日,晴/多云,34℃/23℃,南风≤3级/南风≤3级,ZD326
2015年8月13日,晴/多云,33℃/22℃,南风3-4级/南风3-4级,ZD250
2015年8月13日,晴/晴,32℃/25℃,北风3-4级/南风3-4级,ZD190
2015年8月14日,中雨/中雨,32℃/23℃,南风≤3级/南风≤3级,ZD111
2015年8月14日,雷阵雨/中雨,33℃/22℃,南风≤3级/南风3-4级,ZD326
2015年8月14日,多云/阵雨,33℃/22℃,南风3-4级/南风3-4级,ZD250
2015年8月14日,晴/多云,31℃/25℃,西南风3-4级/南风3-4级,ZD190
2015年8月15日,多云/多云,30℃/22℃,南风≤3级/南风≤3级,ZD111
2015年8月15日,多云/多云,30℃/21℃,南风≤3级/南风≤3级,ZD326
2015年8月15日,雷阵雨/晴,30℃/22℃,南风3-4级/南风3-4级,ZD250
2015年8月15日,阴/多云,29℃/24℃,南风3-4级/南风3-4级,ZD190
2015年8月16日,晴/多云,32℃/24℃,南风≤3级/南风≤3级,ZD111
2015年8月16日,晴/晴,32℃/22℃,南风≤3级/南风≤3级,ZD326
2015年8月16日,晴/晴,32℃/22℃,南风3-4级/南风3-4级,ZD250
2015年8月16日,晴/晴,29℃/24℃,南风3-4级/南风3-4级,ZD190
2015年8月17日,多云/多云,32℃/23℃,南风≤3级/南风≤3级,ZD111
2015年8月17日,晴/多云,32℃/22℃,南风≤3级/南风≤3级,ZD326
2015年8月17日,晴/多云,32℃/22℃,南风3-4级/南风3-4级,ZD250
2015年8月17日,晴/多云,29℃/24℃,南风3-4级/南风3-4级,ZD190
2015年8月18日,多云/多云,32℃/23℃,南风≤3级/南风≤3级,ZD111
2015年8月18日,多云/多云,32℃/23℃,南风≤3级/南风≤3级,ZD326
2015年8月18日,多云/多云,32℃/23℃,南风3-4级/南风3-4级,ZD250
2015年8月18日,多云/多云,29℃/24℃,南风3-4级/南风3-4级,ZD190
2015年8月19日,多云/多云,29℃/20℃,南风≤3级/南风≤3级,ZD111
2015年8月19日,阴/多云,30℃/21℃,南风≤3级/南风≤3级,ZD326
2015年8月19日,雷阵雨/多云,30℃/22℃,南风3-4级/南风3-4级,ZD250
2015年8月19日,阴/阵雨,27℃/24℃,南风3-4级/南风3-4级,ZD190
2015年8月20日,多云/多云,30℃/21℃,南风≤3级/南风≤3级,ZD111
2015年8月20日,多云/多云,30℃/21℃,南风≤3级/南风≤3级,ZD326
2015年8月20日,阴/多云,30℃/21℃,南风3-4级/北风3-4级,ZD250
2015年8月20日,阴/多云,27℃/23℃,南风3-4级/北风3-4级,ZD190
2015年8月21日,晴/多云,32℃/22℃,南风≤3级/南风≤3级,ZD111
2015年8月21日,多云/晴,32℃/20℃,北风≤3级/南风≤3级,ZD326
2015年8月21日,多云/晴,31℃/20℃,北风3-4级/北风3-4级,ZD250
2015年8月21日,多云/晴,31℃/23℃,北风3-4级/北风3-4级,ZD190
2015年8月22日,雷阵雨/多云,31℃/21℃,南风≤3级/南风≤3级,ZD111
2015年8月22日,多云/雷阵雨,32℃/20℃,南风3-4级/南风≤3级,ZD326
2015年8月22日,多云/多云,33℃/21℃,南风3-4级/南风3-4级,ZD250
2015年8月22日,晴/多云,31℃/23℃,北风3-4级/东南风3-4级,ZD190
2015年8月23日,雷阵雨/多云,30℃/20℃,东北风≤3级/北风≤3级,ZD111
2015年8月23日,雷阵雨/雷阵雨,29℃/20℃,东北风≤3级/东北风≤3级,ZD326
2015年8月23日,多云/阵雨,31℃/21℃,南风3-4级/东北风3-4级,ZD250
2015年8月23日,多云/多云,29℃/23℃,北风3-4级/东南风3-4级,ZD190
2015年8月24日,雷阵雨/多云,28℃/20℃,北风≤3级/北风≤3级,ZD111
2015年8月24日,雷阵雨/雷阵雨,29℃/20℃,东北风≤3级/东北风3-4级,ZD326
2015年8月24日,雷阵雨/雷阵雨,29℃/21℃,北风3-4级/北风3-4级,ZD250
2015年8月24日,多云/阵雨,30℃/22℃,北风3-4级/北风4-5级,ZD190
2015年8月25日,雷阵雨/多云,28℃/20℃,北风≤3级/北风≤3级,ZD111
2015年8月25日,雷阵雨/雷阵雨,28℃/20℃,东北风3-4级/东北风3-4级,ZD326
2015年8月25日,阵雨/多云,28℃/20℃,北风3-4级/北风3-4级,ZD250
2015年8月25日,阵雨/雷阵雨,27℃/22℃,北风4-5级/北风3-4级,ZD190
2015年8月26日,雷阵雨/雷阵雨,28℃/20℃,北风≤3级/北风≤3级,ZD111
2015年8月26日,雷阵雨/多云,28℃/19℃,东北风3-4级/北风≤3级,ZD326
2015年8月26日,多云/雷阵雨,27℃/20℃,北风3-4级/北风3-4级,ZD250
2015年8月26日,雷阵雨/多云,27℃/22℃,北风3-4级/北风3-4级,ZD190
2015年8月27日,雷阵雨/多云,29℃/19℃,北风≤3级/南风≤3级,ZD111
2015年8月27日,雷阵雨/多云,29℃/18℃,南风≤3级/南风≤3级,ZD326
2015年8月27日,雷阵雨/多云,28℃/20℃,北风3-4级/北风3-4级,ZD250
2015年8月27日,多云/多云,29℃/21℃,北风3-4级/北风3-4级,ZD190
2015年8月28日,多云/多云,30℃/20℃,南风≤3级/南风≤3级,ZD111
2015年8月28日,晴/多云,30℃/19℃,南风≤3级/南风≤3级,ZD326
2015年8月28日,多云/多云,30℃/18℃,北风3-4级/南风3-4级,ZD250
2015年8月28日,多云/多云,28℃/22℃,南风3-4级/南风3-4级,ZD190
2015年8月29日,雷阵雨/多云,30℃/20℃,南风≤3级/南风≤3级,ZD111
2015年8月29日,雷阵雨/雷阵雨,30℃/19℃,南风≤3级/南风≤3级,ZD326
2015年8月29日,多云/雷阵雨,30℃/18℃,东南风3-4级/南风3-4级,ZD250
2015年8月29日,晴/多云,28℃/22℃,南风3-4级/南风3-4级,ZD190
2015年8月30日,晴/阴,30℃/21℃,南风≤3级/南风≤3级,ZD111
2015年8月30日,雷阵雨/雷阵雨,29℃/18℃,南风≤3级/北风≤3级,ZD326
2015年8月30日,雷阵雨/多云,30℃/20℃,南风3-4级/南风3-4级,ZD250
2015年8月30日,晴/晴,28℃/23℃,南风3-4级/南风3-4级,ZD190
2015年8月31日,中雨/中到大雨,25℃/19℃,北风≤3级/东北风≤3级,ZD111
2015年8月31日,雷阵雨/大雨,27℃/19℃,东北风≤3级/北风≤3级,ZD326
2015年8月31日,多云/小到中雨,29℃/19℃,南风3-4级/东北风3-4级,ZD250
2015年8月31日,多云/多云,28℃/22℃,南风3-4级/南风3-4级,ZD190
2015年9月1日,中雨/雷阵雨,24℃/18℃,东北风≤3级/北风≤3级,ZD111
2015年9月1日,中雨/雷阵雨,24℃/19℃,北风≤3级/东北风≤3级,ZD326
2015年9月1日,小到中雨/雷阵雨,25℃/19℃,东风3-4级/北风3-4级,ZD250
2015年9月1日,中雨/雷阵雨,26℃/20℃,南风3-4级/北风3-4级,ZD190
2015年9月2日,多云/多云,27℃/18℃,北风≤3级/北风≤3级,ZD111
2015年9月2日,多云/多云,26℃/18℃,北风≤3级/北风≤3级,ZD326
2015年9月2日,阵雨/多云,25℃/20℃,北风3-4级/北风3-4级,ZD250
2015年9月2日,阵雨/多云,25℃/20℃,北风3-4级/北风3-4级,ZD190
2015年9月3日,晴/多云,29℃/20℃,北风≤3级/南风≤3级,ZD111
2015年9月3日,晴/多云,30℃/19℃,南风≤3级/南风≤3级,ZD326
2015年9月3日,晴/多云,30℃/19℃,北风3-4级/北风3-4级,ZD250
2015年9月3日,晴/晴,29℃/22℃,北风3-4级/北风3-4级,ZD190
2015年9月4日,雷阵雨/雷阵雨,27℃/19℃,南风≤3级/东北风≤3级,ZD111
2015年9月4日,雷阵雨/雷阵雨,27℃/19℃,南风≤3级/东北风≤3级,ZD326
2015年9月4日,多云/阵雨,29℃/19℃,南风3-4级/东北风3-4级,ZD250
2015年9月4日,多云/阵雨,28℃/21℃,北风3-4级/南风3-4级,ZD190
2015年9月5日,小雨/小雨,26℃/19℃,东北风≤3级/东北风≤3级,ZD111
