"日期","天气状况","气温","风力风向","地区"
"2015年06月29日","雷阵雨/小雨","28℃/20℃","南风≤3级/南风≤3级","ZD325"
"2015年06月30日","多云/多云","27℃/17℃","北风≤3级/北风≤3级","ZD325"
"2015年07月01日","晴/晴","33℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年07月02日","多云/晴","32℃/17℃","北风≤3级/南风≤3级","ZD325"
"2015年07月03日","晴/晴","32℃/17℃","南风≤3级/东北风≤3级","ZD325"
"2015年07月04日","晴/晴","32℃/20℃","北风≤3级/南风≤3级","ZD325"
"2015年07月05日","多云/阴","33℃/22℃","南风≤3级/南风≤3级","ZD325"
"2015年07月06日","雷阵雨/阴","30℃/20℃","南风≤3级/南风≤3级","ZD325"
"2015年07月07日","多云/多云","32℃/20℃","南风≤3级/南风≤3级","ZD325"
"2015年07月08日","多云/多云","33℃/19℃","南风≤3级/东南风≤3级","ZD325"
"2015年07月09日","多云/多云","33℃/23℃","东南风≤3级/东风≤3级","ZD325"
"2015年07月10日","阴/阵雨","31℃/23℃","东南风≤3级/东风≤3级","ZD325"
"2015年07月11日","阵雨/多云","32℃/23℃","东风≤3级/东风≤3级","ZD325"
"2015年07月12日","多云/多云","33℃/23℃","东北风3-4级/北风≤3级","ZD325"
"2015年07月13日","晴/晴","38℃/25℃","北风≤3级/南风≤3级","ZD325"
"2015年07月14日","晴/晴","39℃/25℃","南风≤3级/南风≤3级","ZD325"
"2015年07月15日","晴/多云","36℃/24℃","南风≤3级/东风≤3级","ZD325"
"2015年07月16日","阴/阴","30℃/22℃","东风≤3级/南风≤3级","ZD325"
"2015年07月17日","多云/雷阵雨","30℃/22℃","南风≤3级/南风≤3级","ZD325"
"2015年07月18日","雷阵雨/雷阵雨","31℃/22℃","南风≤3级/南风≤3级","ZD325"
"2015年07月19日","雷阵雨/雷阵雨","30℃/21℃","南风≤3级/南风≤3级","ZD325"
"2015年07月20日","雷阵雨/多云","30℃/22℃","南风≤3级/南风≤3级","ZD325"
"2015年07月21日","多云/多云","32℃/23℃","南风≤3级/南风≤3级","ZD325"
"2015年07月22日","多云/雷阵雨","33℃/22℃","南风≤3级/南风≤3级","ZD325"
"2015年07月23日","雷阵雨/雷阵雨","30℃/23℃","南风≤3级/南风≤3级","ZD325"
"2015年07月24日","雷阵雨/雷阵雨","31℃/23℃","南风≤3级/南风≤3级","ZD325"
"2015年07月25日","多云/多云","32℃/24℃","南风≤3级/南风≤3级","ZD325"
"2015年07月26日","多云/多云","35℃/25℃","南风≤3级/南风≤3级","ZD325"
"2015年07月27日","多云/多云","36℃/27℃","南风≤3级/南风≤3级","ZD325"
"2015年07月28日","雷阵雨/雷阵雨","35℃/26℃","南风3-4级/南风≤3级","ZD325"
"2015年07月29日","雷阵雨/多云","36℃/26℃","南风≤3级/南风≤3级","ZD325"
"2015年07月30日","大到暴雨/中雨","34℃/24℃","南风≤3级/南风≤3级","ZD325"
"2015年07月31日","雷阵雨/雷阵雨","31℃/23℃","南风≤3级/南风≤3级","ZD325"
"2015年08月01日","多云/多云","32℃/26℃","南风≤3级/南风≤3级","ZD325"
"2015年08月02日","多云/雷阵雨","35℃/25℃","南风≤3级/南风3-4级","ZD325"
"2015年08月03日","中雨/大到暴雨","32℃/23℃","南风≤3级/南风3-4级","ZD325"
"2015年08月04日","雷阵雨/多云","28℃/22℃","南风≤3级/南风≤3级","ZD325"
"2015年08月05日","雷阵雨/中雨","31℃/22℃","南风≤3级/南风3-4级","ZD325"
"2015年08月06日","阵雨/小雨","28℃/21℃","东南风≤3级/东南风≤3级","ZD325"
"2015年08月07日","多云/雷阵雨","32℃/22℃","东南风≤3级/东南风≤3级","ZD325"
"2015年08月08日","多云/多云","31℃/22℃","东风≤3级/东风≤3级","ZD325"
"2015年08月09日","多云/多云","32℃/22℃","东风≤3级/东风≤3级","ZD325"
"2015年08月10日","多云/多云","32℃/21℃","东北风≤3级/东北风3-4级","ZD325"
"2015年08月11日","多云/晴","32℃/21℃","东北风3-4级/北风≤3级","ZD325"
"2015年08月12日","多云/晴","33℃/21℃","南风≤3级/南风≤3级","ZD325"
"2015年08月13日","晴/多云","34℃/23℃","南风≤3级/南风≤3级","ZD325"
"2015年08月14日","雷阵雨/中雨","33℃/22℃","南风≤3级/南风3-4级","ZD325"
"2015年08月15日","多云/多云","30℃/21℃","南风≤3级/南风≤3级","ZD325"
"2015年08月16日","晴/晴","32℃/22℃","南风≤3级/南风≤3级","ZD325"
"2015年08月17日","晴/多云","32℃/22℃","南风≤3级/南风≤3级","ZD325"
"2015年08月18日","多云/多云","32℃/23℃","南风≤3级/南风≤3级","ZD325"
"2015年08月19日","阴/多云","30℃/21℃","南风≤3级/南风≤3级","ZD325"
"2015年08月20日","多云/多云","30℃/21℃","南风≤3级/南风≤3级","ZD325"
"2015年08月21日","多云/晴","32℃/20℃","北风≤3级/南风≤3级","ZD325"
"2015年08月22日","多云/雷阵雨","32℃/20℃","南风3-4级/南风≤3级","ZD325"
"2015年08月23日","雷阵雨/雷阵雨","29℃/20℃","东北风≤3级/东北风≤3级","ZD325"
"2015年08月24日","雷阵雨/雷阵雨","29℃/20℃","东北风≤3级/东北风3-4级","ZD325"
"2015年08月25日","雷阵雨/雷阵雨","28℃/20℃","东北风3-4级/东北风3-4级","ZD325"
"2015年08月26日","雷阵雨/多云","28℃/19℃","东北风3-4级/北风≤3级","ZD325"
"2015年08月27日","雷阵雨/多云","29℃/18℃","南风≤3级/南风≤3级","ZD325"
"2015年08月28日","晴/多云","30℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年08月29日","雷阵雨/雷阵雨","30℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年08月30日","雷阵雨/雷阵雨","29℃/18℃","南风≤3级/北风≤3级","ZD325"
"2015年08月31日","雷阵雨/大雨","27℃/19℃","东北风≤3级/北风≤3级","ZD325"
"2015年09月01日","中雨/雷阵雨","24℃/19℃","北风≤3级/东北风≤3级","ZD325"
"2015年09月02日","多云/多云","26℃/18℃","北风≤3级/北风≤3级","ZD325"
"2015年09月03日","晴/多云","30℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年09月04日","雷阵雨/雷阵雨","27℃/19℃","南风≤3级/东北风≤3级","ZD325"
"2015年09月05日","小雨/阵雨","25℃/18℃","东北风≤3级/北风≤3级","ZD325"
"2015年09月06日","多云/晴","25℃/13℃","北风≤3级/北风≤3级","ZD325"
"2015年09月07日","晴/晴","27℃/17℃","北风≤3级/南风≤3级","ZD325"
"2015年09月08日","多云/多云","28℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年09月09日","多云/阵雨","27℃/19℃","南风≤3级/北风≤3级","ZD325"
"2015年09月10日","阵雨/阵雨","26℃/17℃","北风≤3级/北风≤3级","ZD325"
"2015年09月11日","阵雨/阵雨","20℃/13℃","北风≤3级/北风≤3级","ZD325"
"2015年09月12日","多云/晴","23℃/10℃","北风≤3级/北风≤3级","ZD325"
"2015年09月13日","晴/晴","26℃/15℃","南风≤3级/南风≤3级","ZD325"
"2015年09月14日","多云/多云","26℃/15℃","南风≤3级/南风≤3级","ZD325"
"2015年09月15日","多云/晴","26℃/16℃","东南风≤3级/南风≤3级","ZD325"
"2015年09月16日","晴/晴","27℃/16℃","南风≤3级/南风≤3级","ZD325"
"2015年09月17日","多云/多云","28℃/18℃","南风≤3级/南风≤3级","ZD325"
"2015年09月18日","多云/多云","27℃/18℃","南风≤3级/南风≤3级","ZD325"
"2015年09月19日","多云/晴","28℃/15℃","北风≤3级/北风≤3级","ZD325"
"2015年09月20日","晴/晴","29℃/15℃","南风≤3级/南风≤3级","ZD325"
"2015年09月21日","晴/多云","30℃/18℃","南风≤3级/南风≤3级","ZD325"
"2015年09月22日","多云/阴","28℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年09月23日","多云/多云","28℃/18℃","南风≤3级/南风≤3级","ZD325"
"2015年09月24日","多云/多云","28℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年09月25日","多云/晴","27℃/13℃","北风≤3级/北风≤3级","ZD325"
"2015年09月26日","晴/晴","28℃/14℃","南风≤3级/南风≤3级","ZD325"
"2015年09月27日","晴/多云","30℃/17℃","南风≤3级/东北风≤3级","ZD325"
"2015年09月28日","多云/多云","25℃/17℃","北风≤3级/东北风≤3级","ZD325"
"2015年09月29日","多云/多云","25℃/17℃","东北风≤3级/南风3-4级","ZD325"
"2015年09月30日","多云/小雨","26℃/15℃","南风3-4级/北风3-4级","ZD325"
"2015年10月01日","多云/晴","21℃/10℃","北风3-4级/北风3-4级","ZD325"
"2015年10月02日","晴/晴","27℃/12℃","南风≤3级/南风≤3级","ZD325"
"2015年10月03日","晴/晴","27℃/16℃","南风≤3级/南风≤3级","ZD325"
"2015年10月04日","晴/晴","28℃/16℃","南风≤3级/南风≤3级","ZD325"
"2015年10月05日","晴/晴","28℃/15℃","南风≤3级/南风≤3级","ZD325"
"2015年10月06日","晴/多云","28℃/19℃","南风≤3级/南风≤3级","ZD325"
"2015年10月07日","阴/多云","26℃/14℃","南风≤3级/南风≤3级","ZD325"
"2015年10月08日","晴/晴","21℃/9℃","北风≤3级/北风≤3级","ZD325"
"2015年10月09日","晴/多云","23℃/8℃","南风3-4级/南风3-4级","ZD325"
"2015年10月10日","多云/晴","17℃/7℃","北风3-4级/北风3-4级","ZD325"
"2015年10月11日","晴/晴","21℃/7℃","北风3-4级/北风≤3级","ZD325"
"2015年10月12日","晴/晴","23℃/8℃","南风≤3级/南风≤3级","ZD325"
"2015年10月13日","晴/晴","27℃/12℃","南风≤3级/南风≤3级","ZD325"
"2015年10月14日","多云/多云","26℃/13℃","南风≤3级/南风≤3级","ZD325"
"2015年10月15日","多云/晴","26℃/11℃","南风≤3级/北风≤3级","ZD325"
"2015年10月16日","晴/多云","28℃/14℃","南风≤3级/南风≤3级","ZD325"
"2015年10月17日","多云/多云","28℃/14℃","南风≤3级/南风≤3级","ZD325"
"2015年10月18日","多云/多云","23℃/12℃","东北风3-4级/北风≤3级","ZD325"
"2015年10月19日","多云/多云","25℃/12℃","南风≤3级/南风≤3级","ZD325"
"2015年10月20日","晴/晴","25℃/12℃","南风≤3级/南风≤3级","ZD325"
"2015年10月21日","晴/多云","24℃/12℃","东北风≤3级/东北风≤3级","ZD325"
"2015年10月22日","多云/多云","22℃/12℃","东北风≤3级/南风≤3级","ZD325"
"2015年10月23日","多云/多云","19℃/11℃","南风≤3级/南风3-4级","ZD325"
"2015年10月24日","晴/多云","19℃/8℃","北风3-4级/东北风3-4级","ZD325"
"2015年10月25日","多云/小雨","17℃/11℃","东北风≤3级/南风≤3级","ZD325"
"2015年10月26日","小雨/多云","15℃/4℃","北风≤3级/北风≤3级","ZD325"
"2015年10月27日","晴/晴","17℃/4℃","北风≤3级/北风≤3级","ZD325"
"2015年10月28日","晴/晴","19℃/6℃","南风≤3级/南风≤3级","ZD325"
"2015年10月29日","多云/晴","15℃/0℃","北风3-4级/北风≤3级","ZD325"
"2015年10月30日","晴/晴","13℃/0℃","北风≤3级/北风≤3级","ZD325"
"2015年10月31日","晴/阵雨","16℃/6℃","南风≤3级/南风≤3级","ZD325"
"2015年11月01日","阴/多云","14℃/3℃","南风≤3级/南风≤3级","ZD325"
"2015年11月02日","晴/晴","20℃/8℃","南风≤3级/南风3-4级","ZD325"
"2015年11月03日","多云/多云","22℃/8℃","南风3-4级/南风≤3级","ZD325"
"2015年11月04日","多云/多云","19℃/7℃","南风≤3级/东风≤3级","ZD325"
"2015年11月05日","小雨/中雨","18℃/7℃","东风3-4级/东北风3-4级","ZD325"
"2015年11月06日","中雨/中雨","11℃/7℃","东北风3-4级/东北风3-4级","ZD325"
"2015年11月07日","小雨/小雨","10℃/6℃","东北风3-4级/东北风3-4级","ZD325"
"2015年11月08日","阴/多云","11℃/1℃","北风≤3级/北风≤3级","ZD325"
"2015年11月09日","晴/多云","14℃/0℃","南风≤3级/北风≤3级","ZD325"
"2015年11月10日","多云/多云","13℃/2℃","南风≤3级/东风≤3级","ZD325"
"2015年11月11日","多云/多云","12℃/3℃","东风≤3级/东风≤3级","ZD325"
"2015年11月12日","多云/小雨","12℃/6℃","东风≤3级/东风≤3级","ZD325"
"2015年11月13日","小雨/小雨","9℃/7℃","东北风≤3级/北风≤3级","ZD325"
"2015年11月14日","阴/多云","13℃/7℃","北风≤3级/南风≤3级","ZD325"
"2015年11月15日","多云/小雨","13℃/7℃","北风≤3级/东北风≤3级","ZD325"
"2015年11月16日","阴/多云","11℃/4℃","北风≤3级/东北风≤3级","ZD325"
"2015年11月17日","多云/小雨","11℃/4℃","东北风≤3级/东北风≤3级","ZD325"
"2015年11月18日","阴/多云","10℃/1℃","东北风≤3级/东北风≤3级","ZD325"
"2015年11月19日","多云/多云","11℃/5℃","东北风≤3级/东北风≤3级","ZD325"
"2015年11月20日","多云/多云","10℃/7℃","东北风≤3级/东北风3-4级","ZD325"
"2015年11月21日","小雨/小雨","10℃/6℃","东北风3-4级/东北风≤3级","ZD325"
"2015年11月22日","小雨/小雨","7℃/1℃","东北风3-4级/东北风3-4级","ZD325"
"2015年11月23日","小雨/小雪","2℃/-3℃","东北风4-5级/北风3-4级","ZD325"
"2015年11月24日","中雪/小雪","0℃/-7℃","北风4-5级/北风4-5级","ZD325"
"2015年11月25日","小雪/阴","-1℃/-10℃","北风3-4级/北风3-4级","ZD325"
"2015年11月26日","多云/晴","-2℃/-11℃","北风3-4级/北风≤3级","ZD325"
"2015年11月27日","晴/晴","2℃/-7℃","南风≤3级/南风≤3级","ZD325"
"2015年11月28日","晴/晴","6℃/-3℃","南风≤3级/南风≤3级","ZD325"
"2015年11月29日","多云/多云","7℃/-4℃","北风≤3级/北风≤3级","ZD325"
"2015年11月30日","多云/阴","7℃/1℃","南风≤3级/南风≤3级","ZD325"
"2015年12月01日","小雨/阴","9℃/0℃","南风≤3级/北风3-4级","ZD325"
"2015年12月02日","多云/晴","7℃/-3℃","北风3-4级/北风3-4级","ZD325"
"2015年12月03日","晴/晴","6℃/-4℃","北风3-4级/北风3-4级","ZD325"
"2015年12月04日","晴/晴","6℃/-4℃","南风≤3级/南风≤3级","ZD325"
"2015年12月05日","晴/多云","6℃/-3℃","南风≤3级/北风≤3级","ZD325"
"2015年12月06日","多云/多云","7℃/-2℃","南风≤3级/南风≤3级","ZD325"
"2015年12月07日","多云/阴","6℃/0℃","东北风≤3级/南风≤3级","ZD325"
"2015年12月08日","多云/多云","11℃/2℃","南风≤3级/东南风≤3级","ZD325"
"2015年12月09日","多云/多云","12℃/4℃","东南风≤3级/南风≤3级","ZD325"
"2015年12月10日","阴/多云","9℃/-1℃","北风3-4级/东北风≤3级","ZD325"
"2015年12月11日","晴/多云","5℃/-4℃","北风≤3级/北风≤3级","ZD325"
"2015年12月12日","多云/晴","6℃/-4℃","北风≤3级/北风≤3级","ZD325"
"2015年12月13日","多云/多云","6℃/-3℃","北风≤3级/北风≤3级","ZD325"
"2015年12月14日","阴/多云","7℃/-3℃","北风≤3级/北风3-4级","ZD325"
"2015年12月15日","多云/晴","4℃/-6℃","北风3-4级/北风3-4级","ZD325"
"2015年12月16日","晴/晴","2℃/-7℃","北风≤3级/北风3-4级","ZD325"
"2015年12月17日","晴/晴","3℃/-7℃","南风≤3级/北风≤3级","ZD325"
"2015年12月18日","晴/晴","6℃/-4℃","北风≤3级/北风3-4级","ZD325"
"2015年12月19日","多云/多云","6℃/-2℃","北风≤3级/南风≤3级","ZD325"
"2015年12月20日","多云/多云","6℃/-3℃","东南风≤3级/南风≤3级","ZD325"
"2015年12月21日","多云/多云","8℃/-1℃","南风≤3级/南风≤3级","ZD325"
"2015年12月22日","阴/阴","7℃/0℃","南风≤3级/东北风≤3级","ZD325"
"2015年12月23日","多云/多云","7℃/-2℃","北风≤3级/北风≤3级","ZD325"
"2015年12月24日","雾/雾","6℃/-4℃","北风≤3级/北风≤3级","ZD325"
"2015年12月25日","霾/霾","6℃/-3℃","南风≤3级/南风3-4级","ZD325"
"2015年12月26日","晴/多云","8℃/-5℃","北风3-4级/北风3-4级","ZD325"
"2015年12月27日","多云/多云","2℃/-7℃","北风≤3级/北风≤3级","ZD325"
"2015年12月28日","晴/晴","4℃/-4℃","南风≤3级/南风≤3级","ZD325"
"2015年12月29日","晴/多云","8℃/-3℃","南风≤3级/南风≤3级","ZD325"
"2015年12月30日","晴/霾","6℃/-6℃","南风≤3级/北风≤3级","ZD325"
"2015年12月31日","霾/晴","7℃/1℃","北风≤3级/南风≤3级","ZD325"
"2016年01月01日","晴/多云","10℃/-1℃","南风≤3级/南风3-4级","ZD325"
"2016年01月02日","多云/晴","12℃/0℃","南风3-4级/南风≤3级","ZD325"
"2016年01月03日","多云/霾","9℃/-3℃","北风≤3级/北风≤3级","ZD325"
"2016年01月04日","多云/多云","4℃/-3℃","北风≤3级/北风≤3级","ZD325"
"2016年01月05日","多云/小雪","3℃/-3℃","北风≤3级/北风≤3级","ZD325"
"2016年01月06日","小雪/多云","2℃/-8℃","北风≤3级/北风≤3级","ZD325"
"2016年01月07日","晴/晴","1℃/-9℃","北风≤3级/北风≤3级","ZD325"
"2016年01月08日","晴/晴","3℃/-8℃","北风≤3级/南风≤3级","ZD325"
"2016年01月09日","晴/晴","6℃/-7℃","南风≤3级/南风≤3级","ZD325"
"2016年01月10日","多云/多云","6℃/-7℃","北风3-4级/北风3-4级","ZD325"
"2016年01月11日","晴/多云","0℃/-9℃","北风≤3级/北风≤3级","ZD325"
"2016年01月12日","晴/晴","0℃/-9℃","北风≤3级/北风≤3级","ZD325"
"2016年01月13日","晴/晴","3℃/-7℃","南风≤3级/南风≤3级","ZD325"
"2016年01月14日","晴/晴","6℃/-6℃","南风≤3级/南风≤3级","ZD325"
"2016年01月15日","晴/晴","7℃/-7℃","南风≤3级/南风≤3级","ZD325"
"2016年01月16日","多云/多云","8℃/-5℃","南风≤3级/南风≤3级","ZD325"
"2016年01月17日","小雪/多云","0℃/-9℃","北风3-4级/北风3-4级","ZD325"
"2016年01月18日","晴/晴","-2℃/-13℃","北风≤3级/北风≤3级","ZD325"
"2016年01月19日","晴/晴","-1℃/-11℃","北风≤3级/东南风≤3级","ZD325"
"2016年01月20日","多云/晴","2℃/-9℃","东南风≤3级/东南风≤3级","ZD325"
"2016年01月21日","多云/小雪","3℃/-8℃","东南风≤3级/东南风≤3级","ZD325"
"2016年01月22日","小雪/阵雪","-2℃/-16℃","北风4-5级/北风4-5级","ZD325"
"2016年01月23日","晴/晴","-10℃/-22℃","北风3-4级/北风3-4级","ZD325"
"2016年01月24日","晴/晴","-6℃/-14℃","西风3-4级/北风≤3级","ZD325"
"2016年01月25日","晴/晴","2℃/-10℃","南风≤3级/南风≤3级","ZD325"
"2016年01月26日","晴/晴","3℃/-10℃","北风≤3级/南风≤3级","ZD325"
"2016年01月27日","晴/多云","6℃/-7℃","南风≤3级/南风≤3级","ZD325"
"2016年01月28日","多云/多云","7℃/-5℃","北风3-4级/东北风3-4级","ZD325"
"2016年01月29日","多云/多云","2℃/-6℃","东北风3-4级/东北风3-4级","ZD325"
"2016年01月30日","多云/多云","0℃/-7℃","北风3-4级/北风≤3级","ZD325"
"2016年01月31日","多云/多云","0℃/-10℃","北风≤3级/北风≤3级","ZD325"
"2016年02月01日","晴/晴","3℃/-9℃","北风≤3级/南风≤3级","ZD325"
"2016年02月02日","晴/晴","6℃/-6℃","南风≤3级/南风≤3级","ZD325"
"2016年02月03日","晴/多云","9℃/-4℃","南风≤3级/南风≤3级","ZD325"
"2016年02月04日","多云/多云","6℃/-7℃","北风≤3级/北风≤3级","ZD325"
"2016年02月05日","晴/晴","4℃/-8℃","北风3-4级/北风≤3级","ZD325"
"2016年02月06日","晴/晴","5℃/-5℃","北风≤3级/南风≤3级","ZD325"
"2016年02月07日","晴/晴","8℃/0℃","南风≤3级/南风≤3级","ZD325"
"2016年02月08日","多云/晴","14℃/-3℃","南风≤3级/南风≤3级","ZD325"
"2016年02月09日","晴/晴","15℃/1℃","南风≤3级/南风≤3级","ZD325"
"2016年02月10日","晴/多云","18℃/4℃","南风≤3级/南风≤3级","ZD325"
"2016年02月11日","多云/多云","14℃/3℃","南风≤3级/东南风≤3级","ZD325"
"2016年02月12日","小雨/中雨","13℃/-4℃","东北风3-4级/北风3-4级","ZD325"
"2016年02月13日","雨夹雪/多云","1℃/-10℃","北风4-5级/北风3-4级","ZD325"
"2016年02月14日","晴/晴","-3℃/-11℃","北风3-4级/南风3-4级","ZD325"
"2016年02月15日","晴/晴","3℃/-6℃","南风3-4级/南风≤3级","ZD325"
"2016年02月16日","晴/晴","8℃/-4℃","南风≤3级/南风≤3级","ZD325"
"2016年02月17日","晴/晴","12℃/0℃","南风3-4级/南风≤3级","ZD325"
"2016年02月18日","晴/晴","10℃/-1℃","南风≤3级/南风≤3级","ZD325"
"2016年02月19日","晴/多云","11℃/-4℃","南风≤3级/北风3-4级","ZD325"
"2016年02月20日","晴/晴","5℃/-5℃","北风3-4级/北风3-4级","ZD325"
"2016年02月21日","晴/多云","9℃/0℃","南风3-4级/南风≤3级","ZD325"
"2016年02月22日","多云/晴","11℃/-4℃","北风≤3级/北风3-4级","ZD325"
"2016年02月23日","晴/晴","5℃/-6℃","北风≤3级/北风≤3级","ZD325"
"2016年02月24日","晴/晴","8℃/-2℃","南风≤3级/南风≤3级","ZD325"
"2016年02月25日","晴/多云","10℃/-3℃","南风≤3级/北风≤3级","ZD325"
"2016年02月26日","多云/晴","11℃/-1℃","西南风≤3级/南风≤3级","ZD325"
"2016年02月27日","多云/雨夹雪","10℃/-1℃","南风≤3级/南风≤3级","ZD325"
"2016年02月28日","多云/多云","7℃/-5℃","北风≤3级/北风3-4级","ZD325"
"2016年02月29日","晴/晴","6℃/-3℃","北风3-4级/南风3-4级","ZD325"
"2016年03月01日","晴/晴","14℃/3℃","南风3-4级/南风3-4级","ZD325"
"2016年03月02日","晴/晴","19℃/9℃","南风3-4级/南风3-4级","ZD325"
"2016年03月03日","多云/晴","24℃/11℃","南风3-4级/南风3-4级","ZD325"
"2016年03月04日","多云/小雨","23℃/6℃","南风3-4级/南风3-4级","ZD325"
"2016年03月05日","多云/晴","14℃/1℃","北风3-4级/北风≤3级","ZD325"
"2016年03月06日","多云/多云","17℃/5℃","南风≤3级/南风≤3级","ZD325"
"2016年03月07日","多云/多云","15℃/-1℃","东北风≤3级/东北风3-4级","ZD325"
"2016年03月08日","阴/多云","6℃/-5℃","北风3-4级/北风≤3级","ZD325"
"2016年03月09日","多云/多云","3℃/-4℃","北风3-4级/北风≤3级","ZD325"
"2016年03月10日","晴/晴","6℃/-4℃","南风≤3级/南风≤3级","ZD325"
"2016年03月11日","晴/晴","11℃/-2℃","南风≤3级/南风3-4级","ZD325"
"2016年03月12日","多云/阴","13℃/2℃","南风3-4级/南风≤3级","ZD325"
"2016年03月13日","晴/晴","12℃/-3℃","北风3-4级/北风≤3级","ZD325"
"2016年03月14日","晴/晴","15℃/3℃","南风3-4级/南风3-4级","ZD325"
"2016年03月15日","多云/多云","14℃/3℃","南风3-4级/南风3-4级","ZD325"
"2016年03月16日","晴/晴","18℃/8℃","南风3-4级/南风3-4级","ZD325"
"2016年03月17日","多云/多云","20℃/8℃","南风3-4级/南风3-4级","ZD325"
"2016年03月18日","晴/晴","24℃/6℃","南风3-4级/北风≤3级","ZD325"
"2016年03月19日","晴/晴","17℃/4℃","北风≤3级/东北风≤3级","ZD325"
"2016年03月20日","晴/晴","18℃/2℃","北风≤3级/北风≤3级","ZD325"
"2016年03月21日","晴/晴","18℃/6℃","南风≤3级/南风≤3级","ZD325"
"2016年03月22日","多云/多云","18℃/4℃","北风3-4级/北风3-4级","ZD325"
"2016年03月23日","晴/晴","13℃/-2℃","北风3-4级/北风3-4级","ZD325"
"2016年03月24日","晴/晴","14℃/-1℃","北风≤3级/南风≤3级","ZD325"
"2016年03月25日","晴/晴","16℃/1℃","北风≤3级/北风≤3级","ZD325"
"2016年03月26日","晴/晴","17℃/2℃","北风≤3级/北风3-4级","ZD325"
"2016年03月27日","晴/晴","21℃/8℃","西南风3-4级/西南风3-4级","ZD325"
"2016年03月28日","多云/多云","23℃/9℃","西南风4-5级/南风4-5级","ZD325"
"2015年01月01日","晴/晴","2℃/-5℃","南风3-4级/南风3-4级","ZD250"
"2015年01月02日","晴/晴","4℃/-4℃","北风3-4级/南风3-4级","ZD250"
"2015年01月03日","晴/多云","10℃/-3℃","南风3-4级/南风≤3级","ZD250"
"2015年01月04日","晴/多云","10℃/0℃","南风3-4级/南风≤3级","ZD250"
"2015年01月05日","小雨/阴","6℃/-3℃","北风4-5级/北风4-5级","ZD250"
"2015年01月06日","晴/多云","3℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2015年01月07日","晴/晴","5℃/-5℃","北风3-4级/南风3-4级","ZD250"
"2015年01月08日","晴/晴","9℃/-4℃","南风3-4级/南风3-4级","ZD250"
"2015年01月09日","晴/晴","7℃/-5℃","北风3-4级/南风≤3级","ZD250"
"2015年01月10日","晴/晴","12℃/-3℃","南风3-4级/北风3-4级","ZD250"
"2015年01月11日","晴/晴","5℃/-6℃","北风≤3级/北风3-4级","ZD250"
"2015年01月12日","晴/多云","5℃/-2℃","东南风≤3级/南风3-4级","ZD250"
"2015年01月13日","多云/多云","6℃/-3℃","南风3-4级/南风3-4级","ZD250"
"2015年01月14日","多云/多云","8℃/-2℃","南风3-4级/北风3-4级","ZD250"
"2015年01月15日","多云/多云","7℃/-1℃","北风3-4级/北风3-4级","ZD250"
"2015年01月16日","多云/晴","4℃/-6℃","北风3-4级/北风4-5级","ZD250"
"2015年01月17日","晴/晴","4℃/-2℃","北风≤3级/南风3-4级","ZD250"
"2015年01月18日","多云/晴","9℃/-4℃","南风3-4级/北风3-4级","ZD250"
"2015年01月19日","晴/多云","7℃/-2℃","北风3-4级/南风3-4级","ZD250"
"2015年01月20日","晴/雨夹雪","9℃/-1℃","南风3-4级/南风3-4级","ZD250"
"2015年01月21日","雨夹雪/阴","2℃/-4℃","北风4-5级/北风3-4级","ZD250"
"2015年01月22日","晴/晴","5℃/-5℃","北风3-4级/南风≤3级","ZD250"
"2015年01月23日","晴/多云","10℃/-3℃","南风≤3级/东风3-4级","ZD250"
"2015年01月24日","多云/雨夹雪","8℃/1℃","东风≤3级/北风3-4级","ZD250"
"2015年01月25日","雨夹雪/多云","4℃/-3℃","北风3-4级/北风3-4级","ZD250"
"2015年01月26日","多云/多云","5℃/-5℃","北风3-4级/北风4-5级","ZD250"
"2015年01月27日","多云/多云","0℃/-6℃","北风4-5级/北风3-4级","ZD250"
"2015年01月28日","多云/多云","1℃/-4℃","北风3-4级/南风≤3级","ZD250"
"2015年01月29日","多云/多云","3℃/-5℃","北风3-4级/北风3-4级","ZD250"
"2015年01月30日","晴/晴","2℃/-7℃","北风3-4级/北风3-4级","ZD250"
"2015年01月31日","晴/晴","2℃/-7℃","北风3-4级/北风3-4级","ZD250"
"2015年02月01日","晴/晴","4℃/-6℃","南风3-4级/南风3-4级","ZD250"
"2015年02月02日","晴/晴","6℃/-6℃","南风3-4级/南风≤3级","ZD250"
"2015年02月03日","多云/多云","5℃/-3℃","北风3-4级/北风3-4级","ZD250"
"2015年02月04日","多云/多云","4℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2015年02月05日","多云/晴","4℃/-5℃","北风3-4级/北风3-4级","ZD250"
"2015年02月06日","多云/多云","8℃/-2℃","南风3-4级/南风3-4级","ZD250"
"2015年02月07日","多云/多云","3℃/-7℃","南风3-4级/北风4-5级","ZD250"
"2015年02月08日","晴/晴","1℃/-8℃","北风3-4级/北风3-4级","ZD250"
"2015年02月09日","晴/晴","8℃/-3℃","南风3-4级/南风3-4级","ZD250"
