TrainNum,RecordDate,OriginStation,TerminalStation,MaxCount,LoadFactors
G20,2015-05-19,ZD209,ZD190-01,1005,87.2
G21,2015-05-19,ZD209,ZD190-01,960,79.8
G22,2015-05-19,ZD081,ZD190-01,480,73.1
G23,2015-05-19,ZD081,ZD190-01,480,83.1
G24,2015-05-19,ZD080,ZD190-01,1005,76.7
G27,2015-05-19,ZD080,ZD190-01,480,84.8
K10,2015-05-19,ZD056,ZD190-01,1122,49.3
K08,2015-05-19,ZD170,ZD190-01,1082,53.4
T01,2015-05-19,ZD212,ZD190-01,1090,90.6
G26,2015-05-19,ZD072,ZD190-01,1005,83.3
G28,2015-05-19,ZD316,ZD190-01,1005,73.1
K03,2015-05-19,ZD174,ZD190-01,1134,66.4
K07,2015-05-19,ZD029,ZD190-01,1332,88.9
G29,2015-05-19,ZD321,ZD190-01,960,69.6
K01,2015-05-19,ZD142,ZD190-01,1041,68.9
K06,2015-05-19,ZD299,ZD190-01,1246,88.2
Z02,2015-05-19,ZD267,ZD190-01,1194,78.9
K11,2015-05-20,ZD074,ZD190-02,1171,91.1
G01,2015-05-20,ZD075,ZD190-02,1112,62.0
G02,2015-05-20,ZD075,ZD190-02,556,77.0
K17,2015-05-20,ZD333,ZD190-02,1082,74.6
K18,2015-05-20,ZD246,ZD190-02,1082,79.8
K02,2015-05-20,ZD291,ZD190-02,995,89.0
G03,2015-05-20,ZD313,ZD190-02,551,85.2
G04,2015-05-20,ZD242,ZD190-01,1005,73.6
G05,2015-05-20,ZD242,ZD190-01,556,64.1
G06,2015-05-20,ZD013,ZD190-01,1015,94.2
G07,2015-05-20,ZD013,ZD190-01,1015,89.6
G08,2015-05-20,ZD013,ZD190-01,1015,87.6
G09,2015-05-20,ZD013,ZD190-01,556,97.8
G10,2015-05-20,ZD013,ZD190-01,1112,87.7
G11,2015-05-20,ZD013,ZD190-01,1112,81.2
G12,2015-05-20,ZD013,ZD190-01,1112,82.7
G13,2015-05-20,ZD013,ZD190-01,1005,85.5
G14,2015-05-20,ZD013,ZD190-01,1112,81.5
G15,2015-05-20,ZD013,ZD190-01,1112,68.6
G16,2015-05-20,ZD013,ZD190-01,1112,42.0
G17,2015-05-20,ZD013,ZD190-01,1112,72.8
K15,2015-05-20,ZD230,ZD190-01,1209,89.5
K12,2015-05-20,ZD007,ZD190-01,1148,75.9
K04,2015-05-20,ZD273,ZD190-02,1194,65.8
G25,2015-05-20,ZD261,ZD190-01,1061,51.1
K16,2015-05-20,ZD266,ZD190-01,1223,65.7
D02,2015-05-20,ZD111-01,ZD190-01,1112,72.5
D03,2015-05-20,ZD190-01,ZD111-01,613,64.3
D04,2015-05-20,ZD111-03,ZD190-01,586,104.1
D05,2015-05-20,ZD190-01,ZD111-01,1172,15.9
D06,2015-05-20,ZD111-01,ZD190-01,1172,81.4
D07,2015-05-20,ZD190-01,ZD111-01,613,34.4
D08,2015-05-20,ZD111-01,ZD190-02,586,73.3
D09,2015-05-20,ZD190-01,ZD111-01,586,38.3
D10,2015-05-20,ZD111-01,ZD190-01,1172,61.9
D11,2015-05-20,ZD190-01,ZD111-01,586,40.6
D12,2015-05-20,ZD111-01,ZD190-01,586,42.4
D13,2015-05-20,ZD190-01,ZD111-01,1172,62.7
D14,2015-05-20,ZD111-01,ZD190-01,613,39.0
D15,2015-05-20,ZD190-02,ZD111-03,586,35.9
D16,2015-05-20,ZD111-01,ZD190-01,613,17.4
D17,2015-05-20,ZD190-01,ZD111-03,1112,58.3
D18,2015-05-20,ZD111-01,ZD190-01,613,28.1
G18,2015-05-20,ZD209,ZD190-01,1005,79.9
G19,2015-05-20,ZD209,ZD190-01,1005,83.0
G20,2015-05-20,ZD209,ZD190-01,1005,88.9
G21,2015-05-20,ZD209,ZD190-01,960,72.9
G22,2015-05-20,ZD081,ZD190-01,480,76.8
G23,2015-05-20,ZD081,ZD190-01,480,84.5
G24,2015-05-20,ZD080,ZD190-01,1005,76.7
G27,2015-05-20,ZD080,ZD190-01,480,85.6
K10,2015-05-20,ZD056,ZD190-01,1122,59.1
K08,2015-05-20,ZD170,ZD190-01,1082,53.2
T01,2015-05-20,ZD212,ZD190-01,1090,84.6
G26,2015-05-20,ZD072,ZD190-01,1005,84.1
G28,2015-05-20,ZD316,ZD190-01,1005,72.5
K03,2015-05-20,ZD174,ZD190-01,1134,70.4
K07,2015-05-20,ZD029,ZD190-01,1332,91.0
G29,2015-05-20,ZD321,ZD190-01,960,73.2
K01,2015-05-20,ZD142,ZD190-01,1041,75.0
K06,2015-05-20,ZD299,ZD190-01,1246,93.9
Z02,2015-05-20,ZD267,ZD190-01,1194,84.6
K11,2015-05-21,ZD074,ZD190-02,1171,96.0
G01,2015-05-21,ZD075,ZD190-02,1112,66.9
G02,2015-05-21,ZD075,ZD190-02,556,81.9
K17,2015-05-21,ZD333,ZD190-02,1082,67.0
K18,2015-05-21,ZD246,ZD190-02,1082,85.2
K02,2015-05-21,ZD291,ZD190-02,995,90.0
G03,2015-05-21,ZD313,ZD190-02,551,84.6
G04,2015-05-21,ZD242,ZD190-01,1005,75.4
G05,2015-05-21,ZD242,ZD190-01,556,67.5
G06,2015-05-21,ZD013,ZD190-01,1015,94.9
G07,2015-05-21,ZD013,ZD190-01,1015,93.5
G08,2015-05-21,ZD013,ZD190-01,1015,91.4
G09,2015-05-21,ZD013,ZD190-01,556,98.0
G10,2015-05-21,ZD013,ZD190-01,1112,90.9
G11,2015-05-21,ZD013,ZD190-01,1112,81.4
G12,2015-05-21,ZD013,ZD190-01,1112,86.3
G13,2015-05-21,ZD013,ZD190-01,1005,89.9
G14,2015-05-21,ZD013,ZD190-01,1112,85.5
G15,2015-05-21,ZD013,ZD190-01,1112,81.3
G16,2015-05-21,ZD013,ZD190-01,1112,63.1
G17,2015-05-21,ZD013,ZD190-01,1112,76.3
K15,2015-05-21,ZD230,ZD190-01,1209,97.0
K12,2015-05-21,ZD007,ZD190-01,1148,77.1
K04,2015-05-21,ZD273,ZD190-02,1194,74.0
G25,2015-05-21,ZD261,ZD190-01,1061,62.1
K16,2015-05-21,ZD266,ZD190-01,1223,80.0
D02,2015-05-21,ZD111-01,ZD190-01,1112,74.9
D03,2015-05-21,ZD190-01,ZD111-01,613,67.9
D04,2015-05-21,ZD111-03,ZD190-01,586,103.9
D05,2015-05-21,ZD190-01,ZD111-01,1172,16.3
D06,2015-05-21,ZD111-01,ZD190-01,1172,91.9
D07,2015-05-21,ZD190-01,ZD111-01,613,36.2
D08,2015-05-21,ZD111-01,ZD190-02,586,87.9
D09,2015-05-21,ZD190-01,ZD111-01,586,40.8
D10,2015-05-21,ZD111-01,ZD190-01,1172,70.6
D11,2015-05-21,ZD190-01,ZD111-01,586,45.7
D12,2015-05-21,ZD111-01,ZD190-01,586,61.6
D13,2015-05-21,ZD190-01,ZD111-01,1172,69.5
D14,2015-05-21,ZD111-01,ZD190-01,613,61.4
D15,2015-05-21,ZD190-02,ZD111-03,586,41.2
D16,2015-05-21,ZD111-01,ZD190-01,613,23.1
D17,2015-05-21,ZD190-01,ZD111-03,1112,61.5
D18,2015-05-21,ZD111-01,ZD190-01,613,34.3
G18,2015-05-21,ZD209,ZD190-01,1005,78.2
G19,2015-05-21,ZD209,ZD190-01,1005,87.4
G20,2015-05-21,ZD209,ZD190-01,1005,87.4
G21,2015-05-21,ZD209,ZD190-01,960,79.2
G22,2015-05-21,ZD081,ZD190-01,480,79.7
G23,2015-05-21,ZD081,ZD190-01,480,90.1
G24,2015-05-21,ZD080,ZD190-01,1005,74.4
G27,2015-05-21,ZD080,ZD190-01,480,87.4
K10,2015-05-21,ZD056,ZD190-01,1122,59.3
K08,2015-05-21,ZD170,ZD190-01,1082,60.0
T01,2015-05-21,ZD212,ZD190-01,1090,91.7
G26,2015-05-21,ZD072,ZD190-01,1005,90.2
G28,2015-05-21,ZD316,ZD190-01,1005,76.0
K03,2015-05-21,ZD174,ZD190-01,1134,67.4
K07,2015-05-21,ZD029,ZD190-01,1332,86.3
G29,2015-05-21,ZD321,ZD190-01,960,78.4
K01,2015-05-21,ZD142,ZD190-01,1041,76.2
K06,2015-05-21,ZD299,ZD190-01,1246,102.4
Z02,2015-05-21,ZD267,ZD190-01,1194,87.5
K11,2015-05-22,ZD074,ZD190-02,1171,89.4
G01,2015-05-22,ZD075,ZD190-02,1112,66.1
G02,2015-05-22,ZD075,ZD190-02,556,84.6
K17,2015-05-22,ZD333,ZD190-02,1082,53.6
K18,2015-05-22,ZD246,ZD190-02,1082,76.1
K02,2015-05-22,ZD291,ZD190-02,995,85.5
G03,2015-05-22,ZD313,ZD190-02,551,89.6
G04,2015-05-22,ZD242,ZD190-01,1005,87.5
G05,2015-05-22,ZD242,ZD190-01,556,95.8
G06,2015-05-22,ZD013,ZD190-01,1015,98.7
G07,2015-05-22,ZD013,ZD190-01,1015,97.4
G08,2015-05-22,ZD013,ZD190-01,1015,94.5
G09,2015-05-22,ZD013,ZD190-01,556,97.9
G10,2015-05-22,ZD013,ZD190-01,1112,95.5
G11,2015-05-22,ZD013,ZD190-01,1112,93.3
G12,2015-05-22,ZD013,ZD190-01,1112,96.7
G13,2015-05-22,ZD013,ZD190-01,1005,96.1
G14,2015-05-22,ZD013,ZD190-01,1112,91.9
G15,2015-05-22,ZD013,ZD190-01,1112,89.7
G16,2015-05-22,ZD013,ZD190-01,1112,84.8
G17,2015-05-22,ZD013,ZD190-01,1112,85.7
K15,2015-05-22,ZD230,ZD190-01,1209,102.3
K12,2015-05-22,ZD007,ZD190-01,1148,79.7
K04,2015-05-22,ZD273,ZD190-02,1194,68.3
G25,2015-05-22,ZD261,ZD190-01,1061,76.3
K16,2015-05-22,ZD266,ZD190-01,1223,75.0
D02,2015-05-22,ZD111-01,ZD190-01,1112,86.3
D03,2015-05-22,ZD190-01,ZD111-01,613,62.4
D04,2015-05-22,ZD111-03,ZD190-01,586,105.7
D05,2015-05-22,ZD190-01,ZD111-01,1172,16.0
D06,2015-05-22,ZD111-01,ZD190-01,1172,104.2
D07,2015-05-22,ZD190-01,ZD111-01,613,44.8
D08,2015-05-22,ZD111-01,ZD190-02,586,98.7
D09,2015-05-22,ZD190-01,ZD111-01,586,54.8
D10,2015-05-22,ZD111-01,ZD190-01,1172,99.2
D11,2015-05-22,ZD190-01,ZD111-01,586,88.4
D12,2015-05-22,ZD111-01,ZD190-01,586,97.5
D13,2015-05-22,ZD190-01,ZD111-01,1172,103.7
D14,2015-05-22,ZD111-01,ZD190-01,613,92.9
D15,2015-05-22,ZD190-02,ZD111-03,586,87.0
D16,2015-05-22,ZD111-01,ZD190-01,613,71.9
D17,2015-05-22,ZD190-01,ZD111-03,1112,88.7
D18,2015-05-22,ZD111-01,ZD190-01,613,86.8
G18,2015-05-22,ZD209,ZD190-01,1005,79.1
G19,2015-05-22,ZD209,ZD190-01,1005,92.2
G20,2015-05-22,ZD209,ZD190-01,1005,93.6
G21,2015-05-22,ZD209,ZD190-01,960,86.7
G22,2015-05-22,ZD081,ZD190-01,480,96.3
G23,2015-05-22,ZD081,ZD190-01,480,94.0
G24,2015-05-22,ZD080,ZD190-01,1005,86.9
G27,2015-05-22,ZD080,ZD190-01,480,89.3
K10,2015-05-22,ZD056,ZD190-01,1122,59.3
K08,2015-05-22,ZD170,ZD190-01,1082,57.9
T01,2015-05-22,ZD212,ZD190-01,1090,91.5
G26,2015-05-22,ZD072,ZD190-01,1005,94.8
G28,2015-05-22,ZD316,ZD190-01,1005,81.9
K03,2015-05-22,ZD174,ZD190-01,1134,70.6
K07,2015-05-22,ZD029,ZD190-01,1332,84.3
G29,2015-05-22,ZD321,ZD190-01,960,79.8
K01,2015-05-22,ZD142,ZD190-01,1041,77.3
K06,2015-05-22,ZD299,ZD190-01,1246,95.8
Z02,2015-05-22,ZD267,ZD190-01,1194,85.5
K11,2015-05-23,ZD074,ZD190-02,1171,89.0
G01,2015-05-23,ZD075,ZD190-02,1112,61.3
G02,2015-05-23,ZD075,ZD190-02,556,71.8
K17,2015-05-23,ZD333,ZD190-02,1052,53.0
K18,2015-05-23,ZD246,ZD190-02,1082,91.4
K02,2015-05-23,ZD291,ZD190-02,995,85.2
G03,2015-05-23,ZD313,ZD190-02,551,81.4
G04,2015-05-23,ZD242,ZD190-01,1005,77.3
G05,2015-05-23,ZD242,ZD190-01,556,67.0
G06,2015-05-23,ZD013,ZD190-01,1015,95.1
G07,2015-05-23,ZD013,ZD190-01,1015,93.9
G08,2015-05-23,ZD013,ZD190-01,1015,88.3
G09,2015-05-23,ZD013,ZD190-01,556,97.1
G10,2015-05-23,ZD013,ZD190-01,1112,89.9
G11,2015-05-23,ZD013,ZD190-01,1112,88.8
G12,2015-05-23,ZD013,ZD190-01,1112,86.9
G13,2015-05-23,ZD013,ZD190-01,1005,89.6
G14,2015-05-23,ZD013,ZD190-01,1112,86.5
G15,2015-05-23,ZD013,ZD190-01,1112,53.7
G16,2015-05-23,ZD013,ZD190-01,1112,36.2
G17,2015-05-23,ZD013,ZD190-01,1112,56.9
K15,2015-05-23,ZD230,ZD190-01,1209,92.0
K12,2015-05-23,ZD007,ZD190-01,1148,72.1
K04,2015-05-23,ZD273,ZD190-02,1194,65.6
G25,2015-05-23,ZD261,ZD190-01,1061,69.8
K16,2015-05-23,ZD266,ZD190-01,1223,75.3
D02,2015-05-23,ZD111-01,ZD190-01,1112,103.7
D03,2015-05-23,ZD190-01,ZD111-01,613,67.1
D04,2015-05-23,ZD111-03,ZD190-01,586,106.2
D05,2015-05-23,ZD190-01,ZD111-01,1172,24.7
D06,2015-05-23,ZD111-01,ZD190-01,1172,103.0
D07,2015-05-23,ZD190-01,ZD111-01,613,45.6
D08,2015-05-23,ZD111-01,ZD190-02,586,85.0
D09,2015-05-23,ZD190-01,ZD111-01,586,41.9
D10,2015-05-23,ZD111-01,ZD190-01,1172,63.0
D11,2015-05-23,ZD190-01,ZD111-01,586,40.5
D12,2015-05-23,ZD111-01,ZD190-01,586,56.1
D13,2015-05-23,ZD190-01,ZD111-01,1172,56.9
D14,2015-05-23,ZD111-01,ZD190-01,613,48.0
D15,2015-05-23,ZD190-02,ZD111-03,586,35.8
D16,2015-05-23,ZD111-01,ZD190-01,613,25.6
D17,2015-05-23,ZD190-01,ZD111-03,1112,89.2
D18,2015-05-23,ZD111-01,ZD190-01,613,34.8
G18,2015-05-23,ZD209,ZD190-01,1005,75.3
G19,2015-05-23,ZD209,ZD190-01,1005,74.4
G20,2015-05-23,ZD209,ZD190-01,1005,83.0
G21,2015-05-23,ZD209,ZD190-01,960,42.3
G22,2015-05-23,ZD081,ZD190-01,480,64.0
G23,2015-05-23,ZD081,ZD190-01,480,85.6
G24,2015-05-23,ZD080,ZD190-01,1005,77.5
G27,2015-05-23,ZD080,ZD190-01,480,59.9
K10,2015-05-23,ZD056,ZD190-01,1122,59.9
K08,2015-05-23,ZD170,ZD190-01,1082,56.7
T01,2015-05-23,ZD212,ZD190-01,1090,93.1
G26,2015-05-23,ZD072,ZD190-01,1005,81.6
G28,2015-05-23,ZD316,ZD190-01,1005,69.9
K03,2015-05-23,ZD174,ZD190-01,1250,62.1
K07,2015-05-23,ZD029,ZD190-01,1332,89.1
G29,2015-05-23,ZD321,ZD190-01,960,75.6
K01,2015-05-23,ZD142,ZD190-01,1041,74.0
K06,2015-05-23,ZD299,ZD190-01,1246,91.8
Z02,2015-05-23,ZD267,ZD190-01,1194,77.3
K11,2015-05-24,ZD074,ZD190-02,1171,80.8
G01,2015-05-24,ZD075,ZD190-02,1112,60.9
G02,2015-05-24,ZD075,ZD190-02,556,80.7
K17,2015-05-24,ZD333,ZD190-02,1052,54.5
K18,2015-05-24,ZD246,ZD190-02,1082,76.6
K02,2015-05-24,ZD291,ZD190-02,995,86.9
G03,2015-05-24,ZD313,ZD190-02,551,86.7
G04,2015-05-24,ZD242,ZD190-01,1005,72.9
G05,2015-05-24,ZD242,ZD190-01,556,74.1
G06,2015-05-24,ZD013,ZD190-01,1015,80.5
G07,2015-05-24,ZD013,ZD190-01,1015,80.9
G08,2015-05-24,ZD013,ZD190-01,1015,90.5
G09,2015-05-24,ZD013,ZD190-01,556,92.1
G10,2015-05-24,ZD013,ZD190-01,1112,88.7
G11,2015-05-24,ZD013,ZD190-01,1112,76.0
G12,2015-05-24,ZD013,ZD190-01,1112,83.7
G13,2015-05-24,ZD013,ZD190-01,1005,91.8
G14,2015-05-24,ZD013,ZD190-01,1112,88.1
G15,2015-05-24,ZD013,ZD190-01,1112,86.4
G16,2015-05-24,ZD013,ZD190-01,1112,80.0
G17,2015-05-24,ZD013,ZD190-01,1112,81.1
K15,2015-05-24,ZD230,ZD190-01,1209,87.0
K12,2015-05-24,ZD007,ZD190-01,1148,72.3
K04,2015-05-24,ZD273,ZD190-02,1194,58.3
G25,2015-05-24,ZD261,ZD190-01,1061,58.7
K16,2015-05-24,ZD266,ZD190-01,1223,73.6
D02,2015-05-24,ZD111-01,ZD190-01,1112,61.9
D03,2015-05-24,ZD190-01,ZD111-01,613,58.6
D04,2015-05-24,ZD111-03,ZD190-01,586,88.1
D05,2015-05-24,ZD190-01,ZD111-01,1172,15.1
D06,2015-05-24,ZD111-01,ZD190-01,1172,44.3
D07,2015-05-24,ZD190-01,ZD111-01,613,78.8
D08,2015-05-24,ZD111-01,ZD190-02,586,89.8
D09,2015-05-24,ZD190-01,ZD111-01,586,101.3
D10,2015-05-24,ZD111-01,ZD190-01,1172,79.5
D11,2015-05-24,ZD190-01,ZD111-01,586,76.5
D12,2015-05-24,ZD111-01,ZD190-01,586,74.9
D13,2015-05-24,ZD190-01,ZD111-01,1172,109.9
D14,2015-05-24,ZD111-01,ZD190-01,613,68.9
D15,2015-05-24,ZD190-02,ZD111-03,586,106.0
D16,2015-05-24,ZD111-01,ZD190-01,613,43.9
D17,2015-05-24,ZD190-01,ZD111-03,1112,101.4
D18,2015-05-24,ZD111-01,ZD190-01,613,46.2
G18,2015-05-24,ZD209,ZD190-01,1005,60.7
G19,2015-05-24,ZD209,ZD190-01,1005,83.0
G20,2015-05-24,ZD209,ZD190-01,1005,87.9
G21,2015-05-24,ZD209,ZD190-01,960,83.2
G22,2015-05-24,ZD081,ZD190-01,480,83.9
G23,2015-05-24,ZD081,ZD190-01,480,68.6
G24,2015-05-24,ZD080,ZD190-01,1005,69.7
G27,2015-05-24,ZD080,ZD190-01,480,87.1
K10,2015-05-24,ZD056,ZD190-01,1122,51.6
K08,2015-05-24,ZD170,ZD190-01,1082,52.9
T01,2015-05-24,ZD212,ZD190-01,1090,83.8
G26,2015-05-24,ZD072,ZD190-01,1005,84.4
G28,2015-05-24,ZD316,ZD190-01,1005,70.9
K03,2015-05-24,ZD174,ZD190-01,1250,58.6
K07,2015-05-24,ZD029,ZD190-01,1332,79.3
G29,2015-05-24,ZD321,ZD190-01,960,74.7
K01,2015-05-24,ZD142,ZD190-01,1041,64.2
K06,2015-05-24,ZD299,ZD190-01,1246,89.6
Z02,2015-05-24,ZD267,ZD190-01,1194,73.9
K11,2015-05-25,ZD074,ZD190-02,1228,83.3
G01,2015-05-25,ZD075,ZD190-02,1112,49.8
G02,2015-05-25,ZD075,ZD190-02,556,71.4
K17,2015-05-25,ZD333,ZD190-02,1052,55.4
K18,2015-05-25,ZD246,ZD190-02,1082,74.8
K02,2015-05-25,ZD291,ZD190-02,995,86.2
G03,2015-05-25,ZD313,ZD190-02,551,78.9
G04,2015-05-25,ZD242,ZD190-01,1005,69.9
G05,2015-05-25,ZD242,ZD190-01,556,60.0
G06,2015-05-25,ZD013,ZD190-01,1015,94.1
G07,2015-05-25,ZD013,ZD190-01,1015,91.6
G08,2015-05-25,ZD013,ZD190-01,1015,87.1
G09,2015-05-25,ZD013,ZD190-01,556,95.4
G10,2015-05-25,ZD013,ZD190-01,1112,88.8
G11,2015-05-25,ZD013,ZD190-01,1112,69.0
G12,2015-05-25,ZD013,ZD190-01,1112,75.7
G13,2015-05-25,ZD013,ZD190-01,1005,84.3
G14,2015-05-25,ZD013,ZD190-01,1112,77.1
G15,2015-05-25,ZD013,ZD190-01,1112,53.3
G16,2015-05-25,ZD013,ZD190-01,1112,38.2
G17,2015-05-25,ZD013,ZD190-01,1112,61.5
K15,2015-05-25,ZD230,ZD190-01,1209,89.0
K12,2015-05-25,ZD007,ZD190-01,1148,69.2
K04,2015-05-25,ZD273,ZD190-02,1194,61.0
G25,2015-05-25,ZD261,ZD190-01,1061,56.4
K16,2015-05-25,ZD266,ZD190-01,1223,60.7
D02,2015-05-25,ZD111-01,ZD190-01,1112,76.8
D03,2015-05-25,ZD190-01,ZD111-01,613,82.1
D04,2015-05-25,ZD111-03,ZD190-01,586,102.7
D05,2015-05-25,ZD190-01,ZD111-01,1172,29.8
D06,2015-05-25,ZD111-01,ZD190-01,1172,62.6
D07,2015-05-25,ZD190-01,ZD111-01,613,71.4
D08,2015-05-25,ZD111-01,ZD190-02,586,56.4
D09,2015-05-25,ZD190-01,ZD111-01,586,78.7
D10,2015-05-25,ZD111-01,ZD190-01,1172,46.6
D11,2015-05-25,ZD190-01,ZD111-01,586,87.7
D12,2015-05-25,ZD111-01,ZD190-01,586,26.9
D13,2015-05-25,ZD190-01,ZD111-01,1172,79.7
D14,2015-05-25,ZD111-01,ZD190-01,613,29.2
D15,2015-05-25,ZD190-02,ZD111-03,586,65.9
D16,2015-05-25,ZD111-01,ZD190-01,613,15.9
D17,2015-05-25,ZD190-01,ZD111-03,1112,62.2
D18,2015-05-25,ZD111-01,ZD190-01,613,21.7
G18,2015-05-25,ZD209,ZD190-01,1005,74.3
G19,2015-05-25,ZD209,ZD190-01,1005,77.5
G20,2015-05-25,ZD209,ZD190-01,1005,84.5
G21,2015-05-25,ZD209,ZD190-01,960,58.4
G22,2015-05-25,ZD081,ZD190-01,480,73.9
G23,2015-05-25,ZD081,ZD190-01,480,80.8
G24,2015-05-25,ZD080,ZD190-01,1005,73.1
G27,2015-05-25,ZD080,ZD190-01,480,84.0
K10,2015-05-25,ZD056,ZD190-01,1122,49.4
K08,2015-05-25,ZD170,ZD190-01,1082,56.0
T01,2015-05-25,ZD212,ZD190-01,1090,86.6
G26,2015-05-25,ZD072,ZD190-01,1005,81.1
G28,2015-05-25,ZD316,ZD190-01,1005,75.1
K03,2015-05-25,ZD174,ZD190-01,1250,56.9
K07,2015-05-25,ZD029,ZD190-01,1332,88.6
G29,2015-05-25,ZD321,ZD190-01,960,66.6
K01,2015-05-25,ZD142,ZD190-01,1041,64.8
K06,2015-05-25,ZD299,ZD190-01,1246,90.2
Z02,2015-05-25,ZD267,ZD190-01,1194,77.2
K11,2015-05-26,ZD074,ZD190-02,1228,81.3
G01,2015-05-26,ZD075,ZD190-02,1112,59.8
G02,2015-05-26,ZD075,ZD190-02,556,72.9
K17,2015-05-26,ZD333,ZD190-02,1052,52.8
K18,2015-05-26,ZD246,ZD190-02,1082,72.8
K02,2015-05-26,ZD291,ZD190-02,995,84.1
G03,2015-05-26,ZD313,ZD190-02,551,77.5
G04,2015-05-26,ZD242,ZD190-01,1005,65.3
G05,2015-05-26,ZD242,ZD190-01,556,54.7
G06,2015-05-26,ZD013,ZD190-01,1015,93.0
G07,2015-05-26,ZD013,ZD190-01,1015,89.7
G08,2015-05-26,ZD013,ZD190-01,1015,84.7
G09,2015-05-26,ZD013,ZD190-01,556,95.8
G10,2015-05-26,ZD013,ZD190-01,1112,84.4
G11,2015-05-26,ZD013,ZD190-01,1112,46.6
G12,2015-05-26,ZD013,ZD190-01,1112,73.8
G13,2015-05-26,ZD013,ZD190-01,1005,82.8
G14,2015-05-26,ZD013,ZD190-01,1112,68.0
G15,2015-05-26,ZD013,ZD190-01,1112,53.6
G16,2015-05-26,ZD013,ZD190-01,1112,39.0
G17,2015-05-26,ZD013,ZD190-01,1112,61.4
K15,2015-05-26,ZD230,ZD190-01,1209,87.6
K12,2015-05-26,ZD007,ZD190-01,1148,70.7
K04,2015-05-26,ZD273,ZD190-02,1194,59.2
G25,2015-05-26,ZD261,ZD190-01,1061,50.1
K16,2015-05-26,ZD266,ZD190-01,1223,61.7
D02,2015-05-26,ZD111-01,ZD190-01,1112,65.5
D03,2015-05-26,ZD190-01,ZD111-01,613,67.1
D04,2015-05-26,ZD111-03,ZD190-01,586,98.5
D05,2015-05-26,ZD190-01,ZD111-01,1172,16.9
D06,2015-05-26,ZD111-01,ZD190-01,1172,62.0
D07,2015-05-26,ZD190-01,ZD111-01,613,40.5
D08,2015-05-26,ZD111-01,ZD190-02,586,67.5
D09,2015-05-26,ZD190-01,ZD111-01,586,47.3
D10,2015-05-26,ZD111-01,ZD190-01,1172,46.9
D11,2015-05-26,ZD190-01,ZD111-01,586,36.5
D12,2015-05-26,ZD111-01,ZD190-01,586,31.7
D13,2015-05-26,ZD190-01,ZD111-01,1172,55.5
D14,2015-05-26,ZD111-01,ZD190-01,613,27.5
D15,2015-05-26,ZD190-02,ZD111-03,586,42.7
D16,2015-05-26,ZD111-01,ZD190-01,613,15.5
D17,2015-05-26,ZD190-01,ZD111-03,1112,60.5
D18,2015-05-26,ZD111-01,ZD190-01,613,21.1
G18,2015-05-26,ZD209,ZD190-01,1005,74.2
G19,2015-05-26,ZD209,ZD190-01,1005,78.8
G20,2015-05-26,ZD209,ZD190-01,1005,84.9
G21,2015-05-26,ZD209,ZD190-01,960,62.1
G22,2015-05-26,ZD081,ZD190-01,480,70.0
G23,2015-05-26,ZD081,ZD190-01,480,80.9
G24,2015-05-26,ZD080,ZD190-01,1005,69.3
G27,2015-05-26,ZD080,ZD190-01,480,80.7
K10,2015-05-26,ZD056,ZD190-01,1122,51.3
K08,2015-05-26,ZD170,ZD190-01,1082,46.4
T01,2015-05-26,ZD212,ZD190-01,1090,65.3
G26,2015-05-26,ZD072,ZD190-01,1005,82.7
G28,2015-05-26,ZD316,ZD190-01,1005,70.9
K03,2015-05-26,ZD174,ZD190-01,1250,61.9
K07,2015-05-26,ZD029,ZD190-01,1332,90.1
G29,2015-05-26,ZD321,ZD190-01,960,69.5
K01,2015-05-26,ZD142,ZD190-01,1041,64.9
K06,2015-05-26,ZD299,ZD190-01,1246,86.6
Z02,2015-05-26,ZD267,ZD190-01,1194,77.1
K11,2015-05-27,ZD074,ZD190-02,1228,87.2
G01,2015-05-27,ZD075,ZD190-02,1112,61.5
G02,2015-05-27,ZD075,ZD190-02,556,80.6
K17,2015-05-27,ZD333,ZD190-02,1052,56.0
K18,2015-05-27,ZD246,ZD190-02,1082,71.7
K02,2015-05-27,ZD291,ZD190-02,995,85.4
G03,2015-05-27,ZD313,ZD190-02,551,81.1
G04,2015-05-27,ZD242,ZD190-01,1005,73.0
G05,2015-05-27,ZD242,ZD190-01,556,63.4
G06,2015-05-27,ZD013,ZD190-01,1015,95.6
G07,2015-05-27,ZD013,ZD190-01,1015,90.3
G08,2015-05-27,ZD013,ZD190-01,1015,87.4
G09,2015-05-27,ZD013,ZD190-01,556,97.0
G10,2015-05-27,ZD013,ZD190-01,1112,85.4
G11,2015-05-27,ZD013,ZD190-01,1112,76.1
G12,2015-05-27,ZD013,ZD190-01,1112,83.5
G13,2015-05-27,ZD013,ZD190-01,1005,86.4
G14,2015-05-27,ZD013,ZD190-01,1112,79.6
G15,2015-05-27,ZD013,ZD190-01,1112,58.8
G16,2015-05-27,ZD013,ZD190-01,1112,42.7
G17,2015-05-27,ZD013,ZD190-01,1112,63.9
K15,2015-05-27,ZD230,ZD190-01,1209,89.9
K12,2015-05-27,ZD007,ZD190-01,1148,75.1
K04,2015-05-27,ZD273,ZD190-02,1194,56.4
G25,2015-05-27,ZD261,ZD190-01,1061,45.5
K16,2015-05-27,ZD266,ZD190-01,1223,57.4
D02,2015-05-27,ZD111-01,ZD190-01,1112,71.6
